original_row_id,removed_token,new_score,importance_weight_prime,tokens_consumed,new_answer,question,token_importance_score
0,The,1,0.0,1541,Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.0
0,lightweight,1,0.0,1540,Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.0
0,frame,1,0.0,1540,Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.0
0,of,1,0.09442603588104248,1551,hardened 'Aero-Coral' and 'Noctilucent Metal',What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.19890625827883585
0,a,1,0.0,1540,Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.0
0,Xylotian,1,0.0,1537,Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.0
0,Sky-Skiff,1,0.0,1537,Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.0
0,is,1,0.0,1540,Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.0
0,primarily,1,0.0,1540,Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.0
0,made,1,0.09442603588104248,1551,hardened 'Aero-Coral' and 'Noctilucent Metal',What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.19890625827883585
0,from,1,0.09442603588104248,1551,hardened 'Aero-Coral' and 'Noctilucent Metal',What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.19890625827883585
0,hardened,1,0.0,1540,Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.0
0,'Aero-Coral'.,0,0.4747263193130493,1533,hardened For and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,1.0
0,For,1,0.0,1540,Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.0
0,durability,1,0.09442603588104248,1551,hardened 'Aero-Coral' and 'Noctilucent Metal',What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.19890625827883585
0,and,1,0.0,1540,Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.0
0,energy,1,0.09442603588104248,1551,hardened 'Aero-Coral' and 'Noctilucent Metal',What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.19890625827883585
0,"shielding,",1,0.09442603588104248,1550,hardened 'Aero-Coral' and 'Noctilucent Metal',What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.19890625827883585
0,the,1,0.0,1540,Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.0
