original_row_id,removed_token,new_score,importance_weight_prime,tokens_consumed,new_answer,question,time,token_importance_score
0,The lightweight frame of a Xylotian Sky-Skiff is primarily made from hardened 'Aero-Coral',1,0.0,593, Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,2.1529722213745117,0.0
0,"For durability and energy shielding, the Aero-Coral frame of a Sky-Skiff is then clad in thin sheets of 'Noctilucent Metal'",0,0.4288673400878906,579, Aero-Coral and volcanic rock,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.5960497856140137,1.0
0,""", 'Xylotian ground vehicles are often made from volcanic rock",1,0.0,603, Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.623957633972168,0.0
0,Sky-Skiffs are typically piloted by a single Xylotian navigator,1,0.0,602, Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.5481240749359131,0.0
0,The propulsion system of a Sky-Skiff utilizes focused solar winds,1,0.0,604, Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.5416769981384277,0.0
0,"', ""Aero-Coral is a bio-engineered substance grown in Xylos's upper atmosphere",1,0.0,596, Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.5355832576751709,0.0
0,The annual 'Great Xylotian Sky Race' features heavily modified Sky-Skiffs,1,0.0,601, Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.5223398208618164,0.0
0,""", 'Noctilucent Metal glows faintly in the dark, a common aesthetic in Xylotian design",1,0.0,594, Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.5048050880432129,0.0
0,"', ""Navigational tools on a Sky-Skiff include a 'Star-Compass' and a 'Wind-Gauge'",1,0.0,591, Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.4900703430175781,0.0
0,""", 'Training to pilot a Sky-Skiff begins at a young age for many Xylotians",1,0.0,597, Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.4893066883087158,0.0
1,A trained Xylotian Chrono-Weaver can subtly perceive echoes of recent past events in their immediate vicinity,1,0.2571960687637329,630," A Chrono-Weaver in Xylotian culture can project faint, localized temporal distortions and draw energy from ambient Temporal Flux.",What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,1.197390079498291,1.0
1,"Furthermore, advanced Chrono-Weavers can project faint, localized temporal distortions, making objects appear to shimmer or briefly lag",1,0.11374497413635254,642," A Xylotian Chrono-Weaver possesses the abilities to subtly perceive echoes of recent past events and manipulate time, drawing energy from ambient Temporal Flux.",What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,1.315492868423462,0.4422500494781733
1,"', ""Xylotian cuisine often features 'Sun-Berries' which ripen instantly upon picking",1,0.0798262357711792,625," A Xylotian Chrono-Weaver can perceive echoes of recent past events and project faint, localized temporal distortions.",What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,1.0643305778503418,0.3103711349667233
1,Chrono-Weavers often wear time-keeping amulets made of 'Hourglass Sandstone',1,0.102780282497406,617, A Xylotian Chrono-Weaver can perceive echoes of recent past events and project temporal distortions.,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,0.8898820877075195,0.3996184039337813
1,The 'Temporal College' on Xylos is where Chrono-Weavers hone their skills,1,0.0798262357711792,624," A Xylotian Chrono-Weaver can perceive echoes of recent past events and project faint, localized temporal distortions.",What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,0.9707310199737549,0.3103711349667233
1,""", 'The Xylotian concept of time is multi-linear, unlike simpler sequential models",1,0.0798262357711792,627," A Xylotian Chrono-Weaver can perceive echoes of recent past events and project faint, localized temporal distortions.",What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,0.9253616333007812,0.3103711349667233
1,"Uncontrolled temporal abilities can be dangerous, so Chrono-Weavers undergo rigorous training",1,0.0798262357711792,626," A Xylotian Chrono-Weaver can perceive echoes of recent past events and project faint, localized temporal distortions.",What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,0.9157648086547852,0.3103711349667233
1,"Many Xylotian myths involve legendary Chrono-Weavers who could allegedly halt time, though this is unproven",1,0.102780282497406,611, A Xylotian Chrono-Weaver can perceive echoes of recent past events and project temporal distortions.,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,0.8456907272338867,0.3996184039337813
1,Chrono-Weaving is considered more of an art than a science by many Xylotians,1,0.0798262357711792,627," A Xylotian Chrono-Weaver can perceive echoes of recent past events and project faint, localized temporal distortions.",What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,0.9287889003753662,0.3103711349667233
1,"', ""The energy source for a Chrono-Weaver's abilities is drawn from ambient 'Temporal Flux'",1,0.0798262357711792,621," A Xylotian Chrono-Weaver can perceive echoes of recent past events and project faint, localized temporal distortions.",What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,0.8750119209289551,0.3103711349667233
2,"Within Xylotian terraforming pods, 'Symbiotic Spores' are first tasked with breaking down hostile native soil into a nutrient-rich substrate",0,0.02609628438949585,660," The two key functions of 'Symbiotic Spores' in Xylotian terraforming pods are releasing dormant Xylotian flora seeds to begin atmospheric oxygenation and initiating a small, localized ecosystem.",What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,1.5393269062042236,0.05439049754255572
2,""", 'Once the soil is viable, these same Symbiotic Spores then release dormant Xylotian flora seeds to begin atmospheric oxygenation",0,0.4797949194908142,613," Breaking down hostile native soil into a nutrient-rich substrate and initiating a small, localized ecosystem.",What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,0.9226155281066895,1.0
2,"', ""The 'Seed Vaults' on Xylos contain genetic material for countless plant species",1,0.0,685, The two key functions of 'Symbiotic Spores' in Xylotian terraforming pods are breaking down hostile native soil into a nutrient-rich substrate and releasing dormant Xylotian flora seeds to begin atmospheric oxygenation.,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,1.5688300132751465,0.0
2,""", 'Terraforming pods are launched from Xylos towards potentially habitable exoplanets",1,0.0,685, The two key functions of 'Symbiotic Spores' in Xylotian terraforming pods are breaking down hostile native soil into a nutrient-rich substrate and releasing dormant Xylotian flora seeds to begin atmospheric oxygenation.,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,1.470705270767212,0.0
2,"', ""The outer shell of a terraforming pod is made from 'Impact-Resistant Ceramite'",1,0.0,684, The two key functions of 'Symbiotic Spores' in Xylotian terraforming pods are breaking down hostile native soil into a nutrient-rich substrate and releasing dormant Xylotian flora seeds to begin atmospheric oxygenation.,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,1.4602487087249756,0.0
2,""", 'Symbiotic Spores are genetically engineered for extreme environmental resilience",1,0.0,687, The two key functions of 'Symbiotic Spores' in Xylotian terraforming pods are breaking down hostile native soil into a nutrient-rich substrate and releasing dormant Xylotian flora seeds to begin atmospheric oxygenation.,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,1.4423110485076904,0.0
2,"', ""Xylotian astronomers use 'Deep-Space Telescopes' to identify terraforming candidates",1,0.0,683, The two key functions of 'Symbiotic Spores' in Xylotian terraforming pods are breaking down hostile native soil into a nutrient-rich substrate and releasing dormant Xylotian flora seeds to begin atmospheric oxygenation.,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,1.4484233856201172,0.0
2,""", 'The process initiated by Symbiotic Spores can take several Xylotian years to show significant results",1,0.011336565017700195,679, The Symbiotic Spores have two key functions within Xylotian terraforming pods: breaking down hostile native soil into a nutrient-rich substrate and releasing dormant Xylotian flora seeds to begin atmospheric oxygenation.,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,1.4523389339447021,0.023627938848813167
2,"Each pod contains enough spores to initiate a small, localized ecosystem",1,0.0,691, The two key functions of 'Symbiotic Spores' in Xylotian terraforming pods are breaking down hostile native soil into a nutrient-rich substrate and releasing dormant Xylotian flora seeds to begin atmospheric oxygenation.,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,1.491271734237671,0.0
2,The success rate of Xylotian terraforming efforts has been steadily increasing,1,0.0,690, The two key functions of 'Symbiotic Spores' in Xylotian terraforming pods are breaking down hostile native soil into a nutrient-rich substrate and releasing dormant Xylotian flora seeds to begin atmospheric oxygenation.,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,1.3983941078186035,0.0
3,The 'Dual-Resonance Crystals' found deep within Xylos's crust are known to efficiently absorb ambient geothermal energy from the planet's core,0,0.291614294052124,541, Heat and psychic energy,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,0.532442569732666,1.0
3,"In addition to heat, these unique crystals also passively collect and store psychic energy emanated by Xylos's sentient life forms",0,0.23402869701385498,557, Ambient geothermal energy and stored energy,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,0.5523772239685059,0.8025282086207475
3,Xylotian vehicles primarily run on 'Bio-Luminescent Fuel Cells',1,0.04988735914230347,570, Ambient geothermal energy and psychic energy,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,0.522742509841919,0.1710730926426619
3,""", 'These crystals are often a deep, pulsating blue color",1,0.04988735914230347,576, Ambient geothermal energy and psychic energy,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,0.4860358238220215,0.1710730926426619
3,The energy stored in Dual-Resonance Crystals is used to power Xylotian cities,1,0.04988735914230347,568, Ambient geothermal energy and psychic energy,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,0.4707157611846924,0.1710730926426619
3,Mining Dual-Resonance Crystals is a dangerous but vital Xylotian industry,1,0.04988735914230347,569, Ambient geothermal energy and psychic energy,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,0.4673149585723877,0.1710730926426619
3,Xylotian art often depicts the geometric beauty of these crystals,1,0.04988735914230347,575, Ambient geothermal energy and psychic energy,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,0.4649510383605957,0.1710730926426619
3,"', ""The 'Crystal Caves' where they are found are considered sacred by some Xylotians",1,0.04988735914230347,567, Ambient geothermal energy and psychic energy,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,0.4306621551513672,0.1710730926426619
3,""", 'The size of a crystal correlates with its energy storage capacity",1,0.04988735914230347,576, Ambient geothermal energy and psychic energy,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,0.4403829574584961,0.1710730926426619
3,"', ""Over-harvesting can destabilize the crystals' resonant frequencies",1,0.04988735914230347,572, Ambient geothermal energy and psychic energy,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,0.4301304817199707,0.1710730926426619
4,"A Xylotian 'Guardian Orb' drone can emit a powerful, localized kinetic pulse to physically repel threats",1,0.5149662494659424,590," 1. Generating a disorienting multi-spectral light pattern
2. Autonomous defense using advanced optical and thermal imaging",What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,1.0628905296325684,0.6960791817562914
4,""", 'For less direct confrontations, the Guardian Orb can also generate a disorienting multi-spectral light pattern to confuse attackers",0,0.7398098707199097,578," 1. Powerful, localized kinetic pulse
2. Autonomous control by a central AI network",What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,0.8983712196350098,1.0
4,"', ""The 'Festival of Aerial Drones' showcases the latest Xylotian drone technology",1,0.04623061418533325,654," The two main defensive mechanisms of a Xylotian 'Guardian Orb' drone are:
1. A powerful, localized kinetic pulse to physically repel threats.
2. A disorienting multi-spectral light pattern to confuse attackers.",What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,1.6309261322021484,0.06248985856372286
4,""", 'Guardian Orbs are often deployed to protect sensitive Xylotian installations",1,0.04623061418533325,660," The two main defensive mechanisms of a Xylotian 'Guardian Orb' drone are:
1. A powerful, localized kinetic pulse to physically repel threats.
2. A disorienting multi-spectral light pattern to confuse attackers.",What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,1.541942834854126,0.06248985856372286
4,These drones are autonomously controlled by a central AI network,1,0.04623061418533325,666," The two main defensive mechanisms of a Xylotian 'Guardian Orb' drone are:
1. A powerful, localized kinetic pulse to physically repel threats.
2. A disorienting multi-spectral light pattern to confuse attackers.",What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,1.539344310760498,0.06248985856372286
4,The outer casing of a Guardian Orb is made of self-repairing polymers,1,0.04623061418533325,657," The two main defensive mechanisms of a Xylotian 'Guardian Orb' drone are:
1. A powerful, localized kinetic pulse to physically repel threats.
2. A disorienting multi-spectral light pattern to confuse attackers.",What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,1.530911922454834,0.06248985856372286
4,"', ""Xylotian 'Peacekeeper' units often work in tandem with Guardian Orbs",1,0.04623061418533325,656," The two main defensive mechanisms of a Xylotian 'Guardian Orb' drone are:
1. A powerful, localized kinetic pulse to physically repel threats.
2. A disorienting multi-spectral light pattern to confuse attackers.",What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,1.5044267177581787,0.06248985856372286
4,Guardian Orbs recharge at designated 'Energy Pylons',1,0.04623061418533325,664," The two main defensive mechanisms of a Xylotian 'Guardian Orb' drone are:
1. A powerful, localized kinetic pulse to physically repel threats.
2. A disorienting multi-spectral light pattern to confuse attackers.",What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,1.5053746700286865,0.06248985856372286
4,""", 'Their primary sensor suite includes advanced optical and thermal imaging",1,0.04623061418533325,664," The two main defensive mechanisms of a Xylotian 'Guardian Orb' drone are:
1. A powerful, localized kinetic pulse to physically repel threats.
2. A disorienting multi-spectral light pattern to confuse attackers.",What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,1.4998383522033691,0.06248985856372286
4,The design of the Guardian Orb has remained largely unchanged for decades due to its effectiveness,1,0.04623061418533325,659," The two main defensive mechanisms of a Xylotian 'Guardian Orb' drone are:
1. A powerful, localized kinetic pulse to physically repel threats.
2. A disorienting multi-spectral light pattern to confuse attackers.",What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,1.4841194152832031,0.06248985856372286
5,"Xylotian 'Lumin-Ink', prized for its enduring glow, is primarily formulated from finely crushed 'Glow-Geodes'",1,0.16885226964950562,592, Geode powder and viscous sap from Aether-Blossom plants,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,0.772350549697876,0.362284365125607
5,This geode powder is then suspended in a viscous sap extracted from the 'Aether-Blossom' plant to create the final ink,0,0.4660766124725342,591, Finely crushed Glow-Geodes and Lumin-Ink,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,0.7000551223754883,1.0
5,""", 'Xylotian cuisine often features edible flowers, but not the Aether-Blossom",1,0.22704732418060303,598, Glow-Geode powder and Aether-Blossom sap,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,0.6537294387817383,0.4871459285977
5,Lumin-Ink is traditionally used for inscribing sacred Xylotian texts,1,0.22704732418060303,602, Glow-Geode powder and Aether-Blossom sap,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,0.5784158706665039,0.4871459285977
5,The color of the glow can vary depending on the specific type of Glow-Geode used,1,0.22704732418060303,602, Glow-Geode powder and Aether-Blossom sap,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,0.5646495819091797,0.4871459285977
5,"', ""Aether-Blossoms only bloom under the light of Xylos's twin moons",1,0.22704732418060303,598, Glow-Geode powder and Aether-Blossom sap,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,0.561091423034668,0.4871459285977
5,""", 'Xylotian printing presses use a different, more mundane type of ink for mass production",1,0.22704732418060303,598, Glow-Geode powder and Aether-Blossom sap,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,0.5477292537689209,0.4871459285977
5,"', ""The 'Great Library of Xylos' contains scrolls written entirely in Lumin-Ink",1,0.22704732418060303,599, Glow-Geode powder and Aether-Blossom sap,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,0.5266995429992676,0.4871459285977
5,""", 'The art of Lumin-Ink making is passed down through generations of scribes",1,0.22704732418060303,601, Glow-Geode powder and Aether-Blossom sap,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,0.5186028480529785,0.4871459285977
5,Texts written in Lumin-Ink can be read even in complete darkness,1,0.22704732418060303,605, Glow-Geode powder and Aether-Blossom sap,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,0.5132219791412354,0.4871459285977
6,"The Xylotian 'Pathfinder Helm' incorporates 'Echo-Location Sonar' to map out the immediate physical surroundings, even in zero visibility",0,0.4550905227661133,554, Bio-Sign Scanners and basic atmospheric analysis,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,0.6494569778442383,1.0
6,"Additionally, the helm is equipped with 'Bio-Sign Scanners' to detect and highlight living organisms within a certain radius",0,0.36734747886657715,561, Echo-Location Sonar and basic atmospheric analysis,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,0.6325182914733887,0.8071965037500236
6,The most popular recreational sport on Xylos is 'Zero-G Acrobatics',1,0.0,568, Echo-Location Sonar and Bio-Sign Scanners,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,0.5755405426025391,0.0
6,""", 'Pathfinder Helms are standard issue for Xylotian reconnaissance teams",1,0.0,571, Echo-Location Sonar and Bio-Sign Scanners,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,0.5199263095855713,0.0
6,"', ""The visor of the helm is made from 'Crystal-Quartz', offering impact protection",1,0.0,564, Echo-Location Sonar and Bio-Sign Scanners,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,0.5121273994445801,0.0
6,""", 'Data from the helm can be transmitted to a central command unit",1,0.0,572, Echo-Location Sonar and Bio-Sign Scanners,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,0.5147874355316162,0.0
6,"', ""Xylotian explorers often carry 'Survival Packs' with rations and tools",1,0.0,565, Echo-Location Sonar and Bio-Sign Scanners,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,0.47940659523010254,0.0
