original_row_id,removed_token,new_score,importance_weight_prime,tokens_consumed,new_answer,question,token_importance_score
0,swapped_0_with_1,1,-1.1920928955078125e-07,622, Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.0
0,swapped_0_with_2,1,-1.1920928955078125e-07,622, Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.0
0,swapped_1_with_2,1,-1.1920928955078125e-07,622, Aero-Coral and Noctilucent Metal,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,0.0
1,swapped_0_with_1,1,0.08062523603439331,680," A Xylotian Chrono-Weaver possesses the abilities of projecting faint, localized temporal distortions and perceiving echoes of recent past events in their immediate vicinity.",What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,0.2058453156531628
1,swapped_0_with_2,1,0.39167875051498413,663," 1. Projecting faint, localized temporal distortions
2. Subtly perceiving echoes of recent past events in their immediate vicinity",What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,1.0
1,swapped_0_with_3,1,0.2646304965019226,638, A Xylotian Chrono-Weaver can halt time and project temporal distortions.,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,0.6756314866557941
1,swapped_0_with_4,1,0.3783780336380005,673," 1. Manipulation of Temporal Flux to weave time (Chrono-Weaving)
2. Projection of faint, localized temporal distortions",What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,0.9660417705594299
1,swapped_1_with_2,1,0.0798262357711792,658," A Xylotian Chrono-Weaver can perceive echoes of recent past events and project faint, localized temporal distortions.",What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,0.20380537791805828
1,swapped_1_with_3,1,0.06463229656219482,672," A Xylotian Chrono-Weaver possesses the abilities to subtly perceive echoes of recent past events and project faint, localized temporal distortions.",What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,0.16501353846032105
1,swapped_1_with_4,1,0.0798262357711792,658," A Xylotian Chrono-Weaver can perceive echoes of recent past events and project faint, localized temporal distortions.",What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,0.20380537791805828
1,swapped_2_with_3,1,0.0798262357711792,658," A Xylotian Chrono-Weaver can perceive echoes of recent past events and project faint, localized temporal distortions.",What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,0.20380537791805828
1,swapped_2_with_4,1,0.10278022289276123,650, A Xylotian Chrono-Weaver can perceive echoes of recent past events and project temporal distortions.,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,0.2624094944074053
1,swapped_3_with_4,1,0.10278022289276123,650, A Xylotian Chrono-Weaver can perceive echoes of recent past events and project temporal distortions.,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,0.2624094944074053
2,swapped_0_with_1,1,-1.1920928955078125e-07,705, The two key functions of 'Symbiotic Spores' in Xylotian terraforming pods are breaking down hostile native soil into a nutrient-rich substrate and releasing dormant Xylotian flora seeds to begin atmospheric oxygenation.,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,0.0
2,swapped_0_with_2,1,-1.1920928955078125e-07,705, The two key functions of 'Symbiotic Spores' in Xylotian terraforming pods are breaking down hostile native soil into a nutrient-rich substrate and releasing dormant Xylotian flora seeds to begin atmospheric oxygenation.,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,0.0
2,swapped_1_with_2,1,-1.1920928955078125e-07,705, The two key functions of 'Symbiotic Spores' in Xylotian terraforming pods are breaking down hostile native soil into a nutrient-rich substrate and releasing dormant Xylotian flora seeds to begin atmospheric oxygenation.,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,0.0
3,swapped_0_with_1,1,0.007588088512420654,588, Geothermal and psychic energy,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,0.15210388853178236
